unionEventID,v3accountid,campaignTypeID,districtID,districtName,subdivisionid,divisionName,eventname,turnoutcount,datecreated,employerID,memberCount,ADFcount
19413,64787,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 Broadway-Master RAB created by Sam Resheff on 2024-01-12",0,1/12/2024,886,11,6
19417,56700,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K211-New York City Sch created by Tyrae Allen on 2024-01-16,0,1/16/2024,2339,5,1
19420,59692,25,5,New York Metro,46,NY Commercial,Worksite meeting at SOLOW BUILDING CO.-9 West 57th Street-Master RAB C created by Rosayri Perez on 2024-01-16,45,1/16/2024,9957,69,31
19423,47374,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PBM, LLC-437 Madison Avenue-Master RAB NYC Contrac created by Arlind Lela on 2024-01-17",15,1/17/2024,4695,25,8
19424,46344,25,5,New York Metro,46,NY Commercial,Worksite meeting at RXR HB Owner LLC-230 Park Avenue-Master RAB Commer created by Arlind Lela on 2024-01-17,23,1/17/2024,5659,41,10
19427,15273,25,5,New York Metro,46,NY Commercial,Worksite meeting at BROADWAY 280 PARK FEE LLC-280 Park Avenue East-Mas created by Arlind Lela on 2024-01-18,31,1/18/2024,2969,48,10
19434,39055,25,5,New York Metro,47,NY Residential,Worksite meeting at THE TOWNSEND HOUSE CORP-176 East 71st Street-Maste created by Vincent Roveccio on 2024-01-18,4,1/18/2024,11053,14,2
19435,52881,25,5,New York Metro,47,NY Residential,Worksite meeting at SUPREME CO 1 LLC-225 East 70th Street-Master RAB R created by Vincent Roveccio on 2024-01-18,1,1/18/2024,10069,1,NULL
19436,33448,25,5,New York Metro,47,NY Residential,Worksite meeting at SUPREME CO 1 LLC-225 East 70th Street-Master RAB A created by Vincent Roveccio on 2024-01-18,1,1/18/2024,10069,7,2
19437,56655,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K160-New York City Sch created by Evan  Lambert on 2024-01-18,4,1/18/2024,2339,4,2
19438,36977,25,5,New York Metro,47,NY Residential,Worksite meeting at 140 E 56TH ST CONDO-140 East 56th Street-Master RA created by Adem Kajosaj on 2024-01-18,1,1/18/2024,10991,1,1
19439,36978,25,5,New York Metro,47,NY Residential,Worksite meeting at 140 E 56TH ST CONDO-140 East 56th Street-Master RA created by Adem Kajosaj on 2024-01-18,2,1/18/2024,10991,8,2
19440,38170,25,5,New York Metro,47,NY Residential,Worksite meeting at Rudin East 55th Street LLC-136 East 55th Street-Ma created by Adem Kajosaj on 2024-01-18,5,1/18/2024,632,14,5
19441,33156,25,5,New York Metro,47,NY Residential,Worksite meeting at 209 EAST 56TH STREET APARTMENT-209 East 56th Stree created by Adem Kajosaj on 2024-01-18,2,1/18/2024,10723,8,2
19442,56673,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K180-New York City Sch created by Evan  Lambert on 2024-01-18,3,1/18/2024,2339,7,3
19449,17074,25,5,New York Metro,46,NY Commercial,Worksite meeting at Vornado Realty Trust-640 5th Avenue-Master RAB NYC created by Rosayri Perez on 2024-01-19,8,1/19/2024,8640,11,5
19450,28519,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-620 8th Avenue created by Michael DeFreitas on 2024-01-19,7,1/19/2024,4226,36,14
19453,34628,25,5,New York Metro,47,NY Residential,Worksite meeting at RESIDENTIAL SECTION OF PLAZA CONDOMINIUM-768 5th A created by Adem Kajosaj on 2024-01-22,3,1/22/2024,3425,21,6
19454,38799,25,5,New York Metro,47,NY Residential,Worksite meeting at RESIDENTIAL SECTION OF PLAZA CONDOMINIUM-768 5th A created by Adem Kajosaj on 2024-01-22,1,1/22/2024,3425,3,1
19455,68380,25,5,New York Metro,47,NY Residential,Worksite meeting at 200 Amsterdam Condominium-200 Amsterdam Avenue-200 created by William Laburda on 2024-01-22,4,1/22/2024,2697,16,5
19456,38558,25,5,New York Metro,47,NY Residential,Worksite meeting at 500 PARK TOWER CONDO-500 Park Avenue-Master RAB Re created by Adem Kajosaj on 2024-01-22,1,1/22/2024,6812,1,NULL
19457,45209,25,5,New York Metro,47,NY Residential,Worksite meeting at 500 PARK TOWER CONDO-500 Park Avenue-Master RAB Ap created by Adem Kajosaj on 2024-01-22,4,1/22/2024,6812,14,3
19458,32181,25,5,New York Metro,47,NY Residential,Worksite meeting at EAST 57TH STREET LLC-150 East 57th Street-Master R created by Adem Kajosaj on 2024-01-22,2,1/22/2024,6271,10,5
19459,38633,25,5,New York Metro,47,NY Residential,Worksite meeting at 235 EAST 57TH STREET APARTMENT CORP-235 East 57th  created by Adem Kajosaj on 2024-01-22,1,1/22/2024,5997,8,1
19460,52621,25,5,New York Metro,47,NY Residential,Worksite meeting at 252 CONDOMINIUM-252 East 57th Street-Master RAB Ap created by Adem Kajosaj on 2024-01-22,4,1/22/2024,10051,25,15
19461,20456,25,5,New York Metro,47,NY Residential,Worksite meeting at 225 EAST 57TH STREET OWNERS INC.-225 East 57th Str created by Adem Kajosaj on 2024-01-22,1,1/22/2024,212,12,2
19462,22497,25,5,New York Metro,47,NY Residential,Worksite meeting at PLACE 57 CONDO ASSOCAITES-207 East 57th Street-Mas created by Adem Kajosaj on 2024-01-22,1,1/22/2024,975,1,NULL
19463,22499,25,5,New York Metro,47,NY Residential,Worksite meeting at PLACE 57 CONDO ASSOCAITES-207 East 57th Street-Mas created by Adem Kajosaj on 2024-01-22,2,1/22/2024,975,6,2
19465,28396,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-11 West 53rd S created by Rosayri Perez on 2024-01-22,9,1/22/2024,4226,28,9
19466,68444,25,5,New York Metro,46,NY Commercial,Worksite meeting at GDI Services Inc.-33 Liberty Street-Master RAB NYC created by Heidy Tavarez on 2024-01-23,9,1/23/2024,10990,23,8
19467,68433,25,5,New York Metro,46,NY Commercial,Worksite meeting at GDI Services Inc.-11 John Street-Master RAB NYC Co created by Heidy Tavarez on 2024-01-23,8,1/23/2024,10990,44,10
19475,32752,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 277 PARK AVENUE, LLC-277 Park Avenue-Master RAB Co created by Arlind Lela on 2024-01-23",43,1/23/2024,193,88,16
19480,56722,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K235-New York City Sch created by Evan  Lambert on 2024-01-24,1,1/24/2024,2339,4,3
19481,56636,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K135-New York City Sch created by Evan  Lambert on 2024-01-24,1,1/24/2024,2339,2,1
19482,56731,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K244-New York City Sch created by Evan  Lambert on 2024-01-24,5,1/24/2024,2339,4,NULL
19489,69952,25,5,New York Metro,46,NY Commercial,Worksite meeting at HARVARD MAINTENANCE-1 Liberty Plaza-Master NYC Ind created by Heidy Tavarez on 2024-01-24,49,1/24/2024,1423,64,35
19496,56825,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K415-New York City Sch created by Evan  Lambert on 2024-01-25,4,1/25/2024,2339,8,5
19497,56765,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K285-New York City Sch created by Evan  Lambert on 2024-01-25,3,1/25/2024,2339,6,3
19502,69263,25,5,New York Metro,46,NY Commercial,"Worksite meeting at Triangle Services, Inc-345 Park Avenue-Master RAB  created by Arlind Lela on 2024-01-25",49,1/25/2024,4226,69,20
19503,63394,25,5,New York Metro,46,NY Commercial,Worksite meeting at Blackstone Consulting Inc-277 Park Avenue-Master N created by Arlind Lela on 2024-01-25,16,1/25/2024,1672,32,11
19504,13805,25,5,New York Metro,47,NY Residential,Worksite meeting at 30 LINCOLN PLAZA CONDO-30 Lincoln Plaza-Master RAB created by Billy Laburda on 2024-01-25,1,1/25/2024,11388,1,1
19505,13806,25,5,New York Metro,47,NY Residential,Worksite meeting at 30 LINCOLN PLAZA CONDO-30 Lincoln Plaza-Master RAB created by Billy Laburda on 2024-01-25,2,1/25/2024,11388,29,6
19507,32870,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 299 CLEANING SERVICE CO., L.P.-299 PARK AVENUE-Mas created by Arlind Lela on 2024-01-25",25,1/25/2024,3138,46,5
19508,35392,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-383 Madison Avenue-Ma created by Rosayri Perez on 2024-01-25",32,1/25/2024,886,87,49
19509,46694,25,5,New York Metro,46,NY Commercial,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-1166 6th Avenu created by Rosayri Perez on 2024-01-25,31,1/25/2024,4226,55,20
19512,18603,25,5,New York Metro,46,NY Commercial,Worksite meeting at THE SHUBERT ORGANIZATION INC.-234-236 West 44th St created by Kimberly Eyssen on 2024-01-26,3,1/26/2024,7304,7,3
19513,20077,25,5,New York Metro,46,NY Commercial,Worksite meeting at CARNEGIE HALL CORP.-Carnegie Hall (Ushers)-Carnegi created by Kimberly Eyssen on 2024-01-26,16,1/26/2024,9593,76,8
19514,20076,25,5,New York Metro,46,NY Commercial,Worksite meeting at CARNEGIE HALL CORP.-Carnegie Hall (Cleaners & Ladi created by Kimberly Eyssen on 2024-01-26,10,1/26/2024,9593,19,3
19515,48192,25,5,New York Metro,46,NY Commercial,Worksite meeting at Able Building Maintenance-32 West 60th Street-Mast created by Kimberly Eyssen on 2024-01-26,4,1/26/2024,586,19,5
19518,32700,25,5,New York Metro,46,NY Commercial,Worksite meeting at THE STATE-WHITEHALL COMPANY-1 Battery Park Plaza-M created by Nancy Engel on 2024-01-26,3,1/26/2024,4456,3,2
19519,32700,25,5,New York Metro,46,NY Commercial,Worksite meeting at THE STATE-WHITEHALL COMPANY-1 Battery Park Plaza-M created by Nancy Engel on 2024-01-26,2,1/26/2024,4456,3,2
19524,32971,25,5,New York Metro,47,NY Residential,Worksite meeting at 1235 PARK CONDOMINIUM-1235 Park Avenue-Master RAB  created by Dem Kukic on 2024-01-29,2,1/29/2024,6067,8,2
19525,37265,25,5,New York Metro,47,NY Residential,Worksite meeting at 56TH REALTY LLC-300 East 56th Street-Master RAB Ap created by Adem Kajosaj on 2024-01-29,3,1/29/2024,6495,25,16
19526,33037,25,5,New York Metro,47,NY Residential,Worksite meeting at 84TH STREET TENANTS CORP-144 East 84th Street-Mast created by Shea Barry on 2024-01-29,2,1/29/2024,9498,5,3
19527,33036,25,5,New York Metro,47,NY Residential,Worksite meeting at 84TH STREET TENANTS CORP-144 East 84th Street-Mast created by Shea Barry on 2024-01-29,1,1/29/2024,9498,1,NULL
19530,31453,25,5,New York Metro,47,NY Residential,Worksite meeting at 1225 PARK AVENUE-1225 Park Avenue-Master RAB Apart created by Dem Kukic on 2024-01-29,1,1/29/2024,3014,12,3
19531,34496,25,5,New York Metro,47,NY Residential,Worksite meeting at EVANS TOWER CONDOMINUM-171 East 84th Street-Master created by Shea Barry on 2024-01-29,1,1/29/2024,11552,1,NULL
19532,34497,25,5,New York Metro,47,NY Residential,Worksite meeting at EVANS TOWER CONDOMINUM-171 East 84th Street-Master created by Shea Barry on 2024-01-29,2,1/29/2024,11552,18,6
19533,68569,25,5,New York Metro,47,NY Residential,Worksite meeting at Park Hill Tenants Corporation-1199 Park Avenue-Mas created by Dem Kukic on 2024-01-29,4,1/29/2024,1613,13,NULL
19534,68570,25,5,New York Metro,47,NY Residential,Worksite meeting at Park Hill Tenants Corporation-1199 Park Avenue-Mas created by Dem Kukic on 2024-01-29,1,1/29/2024,1613,1,NULL
19535,67250,25,5,New York Metro,47,NY Residential,Worksite meeting at UG2 LLC-1065 2ND AVENUE-Master RAB Apartment Build created by Adem Kajosaj on 2024-01-29,2,1/29/2024,4239,7,5
19538,40357,25,5,New York Metro,47,NY Residential,Worksite meeting at 1185 TENANTS CORP-1185 Park Avenue-Master RAB Apar created by Dem Kukic on 2024-01-29,5,1/29/2024,3620,37,4
19539,32109,25,5,New York Metro,47,NY Residential,Worksite meeting at CARNEGIE HILL 87TH STREET CORP-47 East 87th Street created by Shea Barry on 2024-01-29,1,1/29/2024,761,1,1
19540,32110,25,5,New York Metro,47,NY Residential,Worksite meeting at CARNEGIE HILL 87TH STREET CORP-47 East 87th Street created by Shea Barry on 2024-01-29,3,1/29/2024,761,7,3
19541,34605,25,5,New York Metro,47,NY Residential,Worksite meeting at PARK AND 93RD OWNERS CORP-1167-75 Park Avenue-Mast created by Dem Kukic on 2024-01-29,2,1/29/2024,8415,12,3
19542,13439,25,5,New York Metro,47,NY Residential,Worksite meeting at 1060 OWNERS INC.-1060 Park Avenue-Master RAB Apart created by Shea Barry on 2024-01-29,1,1/29/2024,3941,10,1
19543,38402,25,5,New York Metro,47,NY Residential,Worksite meeting at 1165 PARK AVE. INC.-1157-65 Park Avenue-Master RAB created by Dem Kukic on 2024-01-29,3,1/29/2024,3000,15,3
19546,39309,25,5,New York Metro,47,NY Residential,"Worksite meeting at 170 East 83rd St., LLC-170 East 83rd Street-Master created by Shea Barry on 2024-01-29",1,1/29/2024,3945,NULL,NULL
19547,39310,25,5,New York Metro,47,NY Residential,"Worksite meeting at 170 East 83rd St., LLC-170 East 83rd Street-Master created by Shea Barry on 2024-01-29",2,1/29/2024,3945,NULL,NULL
19552,52622,25,5,New York Metro,47,NY Residential,Worksite meeting at 252 CONDOMINIUM-252 East 57th Street-Master RAB Re created by Adem Kajosaj on 2024-01-29,1,1/29/2024,10051,1,NULL
19553,52621,25,5,New York Metro,47,NY Residential,Worksite meeting at 252 CONDOMINIUM-252 East 57th Street-Master RAB Ap created by Adem Kajosaj on 2024-01-29,10,1/29/2024,10051,25,15
19554,38361,25,5,New York Metro,47,NY Residential,Worksite meeting at 220 EAST 57TH STREET-220 East 57th Street-Master R created by Adem Kajosaj on 2024-01-29,1,1/29/2024,10704,9,2
19555,38591,25,5,New York Metro,47,NY Residential,Worksite meeting at 220 EAST 57TH STREET-220 East 57th Street-Master R created by Adem Kajosaj on 2024-01-29,1,1/29/2024,10704,1,NULL
19558,32869,25,5,New York Metro,46,NY Commercial,"Worksite meeting at PLAZA CLEANING SERVICE CO., L.P.-55 East 52nd Stre created by Arlind Lela on 2024-01-30",18,1/30/2024,5686,36,3
19560,29452,25,5,New York Metro,47,NY Residential,Worksite meeting at 425 E 86TH APTS CORP-423-429 East 86th Street-Mast created by Shea Barry on 2024-01-30,3,1/30/2024,3721,7,1
19561,29451,25,5,New York Metro,47,NY Residential,Worksite meeting at 425 E 86TH APTS CORP-423-429 East 86th Street-Mast created by Shea Barry on 2024-01-30,1,1/30/2024,3721,1,NULL
19562,37259,25,5,New York Metro,47,NY Residential,Worksite meeting at 445/86 OWNERS CORP-445 East 86th Street-Master RAB created by Shea Barry on 2024-01-30,1,1/30/2024,9107,8,5
19563,39037,25,5,New York Metro,47,NY Residential,Worksite meeting at FAIRMONT TENANTS CORP-401 East 86th Street-Master  created by Shea Barry on 2024-01-30,1,1/30/2024,4438,1,1
19564,31670,25,5,New York Metro,47,NY Residential,Worksite meeting at 250 EAST 87TH OWNERS CORP-250 East 87th Street-Mas created by Shea Barry on 2024-01-30,3,1/30/2024,9523,19,5
19565,34090,25,5,New York Metro,47,NY Residential,Worksite meeting at 27 VICTORIA OWNERS CORP-200 East 27th Street-Maste created by Esteban Flores on 2024-01-30,1,1/30/2024,10584,10,3
19566,36849,25,5,New York Metro,47,NY Residential,Worksite meeting at 145 EAST 27TH STREET CO LLC-145 East 27th Street-M created by Esteban Flores on 2024-01-30,1,1/30/2024,6535,7,5
19568,40673,25,5,New York Metro,46,NY Commercial,"Worksite meeting at 11 WEST 42 REALTY INVESTORS, LLC-11 West 42nd Stre created by Rosayri Perez on 2024-01-30",23,1/30/2024,9828,40,19
19584,27849,25,5,New York Metro,46,NY Commercial,Worksite meeting at Pritchard Industries Inc-767 5th Avenue-Master RAB created by Arlind Lela on 2024-02-01,33,2/1/2024,7369,68,26
19612,56709,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K222-New York City Sch created by Michael DeFreitas on 2024-02-01,2,2/1/2024,2339,4,2
19613,56709,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K222-New York City Sch created by Michael DeFreitas on 2024-02-01,2,2/1/2024,2339,4,2
19614,56709,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K222-New York City Sch created by Michael DeFreitas on 2024-02-01,2,2/1/2024,2339,4,2
19616,27003,25,5,New York Metro,47,NY Residential,Worksite meeting at WEINREB MANAGEMENT-110 East End Avenue-Master RAB  created by Shea Barry on 2024-02-01,3,2/1/2024,9520,8,2
19621,33947,25,5,New York Metro,47,NY Residential,Worksite meeting at 125 EAST 84TH ST CORP-125 East 84th Street-Master  created by Shea Barry on 2024-02-01,4,2/1/2024,4319,6,3
19623,62389,25,5,New York Metro,46,NY Commercial,Worksite meeting at Quality Building Services Corp (QBS)-641-645 5th A created by Rosayri Perez on 2024-02-01,11,2/1/2024,3475,18,7
19628,13377,25,5,New York Metro,47,NY Residential,Worksite meeting at OLYMPIC TOWER CONDOMINIUM-641-645 5th Avenue-Maste created by Adem Kajosaj on 2024-02-05,4,2/5/2024,1753,34,7
19629,32709,25,5,New York Metro,47,NY Residential,Worksite meeting at 251 EAST 51 STREET CORP-243-51 East 51st Street-Ma created by Adem Kajosaj on 2024-02-05,1,2/5/2024,2270,1,NULL
19630,32710,25,5,New York Metro,47,NY Residential,Worksite meeting at 251 EAST 51 STREET CORP-243-51 East 51st Street-Ma created by Adem Kajosaj on 2024-02-05,1,2/5/2024,2270,9,4
19631,55708,25,5,New York Metro,47,NY Residential,Worksite meeting at CLARIDGE HOUSE LLC-201 East 87th Street-Master RAB created by Shea Barry on 2024-02-05,3,2/5/2024,10659,26,2
19632,34066,25,5,New York Metro,47,NY Residential,Worksite meeting at 235 PLYMOUTH HOUSE OWNERS-235 East 87th Street-Mas created by Shea Barry on 2024-02-05,2,2/5/2024,8834,9,3
19633,32293,25,5,New York Metro,47,NY Residential,Worksite meeting at KBL 51ST  STREET  LIMITED PARTNERSHIP-300 East 51s created by Adem Kajosaj on 2024-02-05,1,2/5/2024,5607,1,NULL
19634,32294,25,5,New York Metro,47,NY Residential,Worksite meeting at KBL 51ST  STREET  LIMITED PARTNERSHIP-300 East 51s created by Adem Kajosaj on 2024-02-05,1,2/5/2024,5607,7,2
19635,34490,25,5,New York Metro,47,NY Residential,Worksite meeting at EAST 84TH STREET APARTMENT CORP-444 East 84th Stre created by Shea Barry on 2024-02-05,1,2/5/2024,5781,NULL,NULL
19636,34491,25,5,New York Metro,47,NY Residential,Worksite meeting at EAST 84TH STREET APARTMENT CORP-444 East 84th Stre created by Shea Barry on 2024-02-05,1,2/5/2024,5781,6,2
19637,61311,25,5,New York Metro,47,NY Residential,Worksite meeting at 70 Vestry Condo.-70 Vestry Street-Master RAB Apart created by Mateo Daija on 2024-02-05,4,2/5/2024,1194,15,5
19638,39309,25,5,New York Metro,47,NY Residential,"Worksite meeting at 170 East 83rd St., LLC-170 East 83rd Street-Master created by Shea Barry on 2024-02-05",1,2/5/2024,3945,NULL,NULL
19639,39310,25,5,New York Metro,47,NY Residential,"Worksite meeting at 170 East 83rd St., LLC-170 East 83rd Street-Master created by Shea Barry on 2024-02-05",3,2/5/2024,3945,NULL,NULL
19641,33155,25,5,New York Metro,47,NY Residential,Worksite meeting at 209 EAST 56TH STREET APARTMENT-209 East 56th Stree created by Adem Kajosaj on 2024-02-05,1,2/5/2024,10723,1,NULL
19642,33156,25,5,New York Metro,47,NY Residential,Worksite meeting at 209 EAST 56TH STREET APARTMENT-209 East 56th Stree created by Adem Kajosaj on 2024-02-05,2,2/5/2024,10723,8,2
19643,36933,25,5,New York Metro,47,NY Residential,Worksite meeting at CAPRICE ASSOCIATES-320 East 58th Street-Master RAB created by Adem Kajosaj on 2024-02-05,2,2/5/2024,2387,7,3
19644,36932,25,5,New York Metro,47,NY Residential,Worksite meeting at CAPRICE ASSOCIATES-320 East 58th Street-Master RAB created by Adem Kajosaj on 2024-02-05,1,2/5/2024,2387,1,NULL
19645,30270,25,5,New York Metro,47,NY Residential,Worksite meeting at 319 EAST 50TH ST. OWNERS CORP-319 East 50th Street created by Adem Kajosaj on 2024-02-05,2,2/5/2024,7928,6,2
19653,33906,25,5,New York Metro,47,NY Residential,Worksite meeting at 11 EAST 86TH STREET CORP-11 East 86th Street-Maste created by Shea Barry on 2024-02-06,1,2/6/2024,6424,8,2
19654,31705,25,5,New York Metro,47,NY Residential,Worksite meeting at 30 EAST 85TH STREET CONDOMINIUM-30 East 85th Stree created by Shea Barry on 2024-02-06,4,2/6/2024,7360,14,1
19655,39026,25,5,New York Metro,47,NY Residential,Worksite meeting at 83RD STREET TENANTS CORP-8 East 83rd Street-Master created by Shea Barry on 2024-02-06,1,2/6/2024,11221,1,NULL
19656,39027,25,5,New York Metro,47,NY Residential,Worksite meeting at 83RD STREET TENANTS CORP-8 East 83rd Street-Master created by Shea Barry on 2024-02-06,4,2/6/2024,11221,10,3
19657,32992,25,5,New York Metro,47,NY Residential,Worksite meeting at 25 EAST 86TH STREET CORP-25 East 86th Street-Maste created by Shea Barry on 2024-02-06,1,2/6/2024,673,1,1
19658,32993,25,5,New York Metro,47,NY Residential,Worksite meeting at 25 EAST 86TH STREET CORP-25 East 86th Street-Maste created by Shea Barry on 2024-02-06,3,2/6/2024,673,17,NULL
19659,40241,25,5,New York Metro,47,NY Residential,Worksite meeting at 112 E 83RD STREET TENANTS CORP.-112 East 83rd Stre created by Shea Barry on 2024-02-06,2,2/6/2024,3649,4,1
19664,56695,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K206-New York City Sch created by Evan  Lambert on 2024-02-06,3,2/6/2024,2339,3,1
19665,56739,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K254-New York City Sch created by Evan  Lambert on 2024-02-06,2,2/6/2024,2339,2,NULL
19667,32539,25,5,New York Metro,47,NY Residential,Worksite meeting at STERLING PLAZA CONDO-255 East 49th Street-Master R created by Adem Kajosaj on 2024-02-06,1,2/6/2024,4332,1,NULL
19668,32540,25,5,New York Metro,47,NY Residential,Worksite meeting at STERLING PLAZA CONDO-255 East 49th Street-Master R created by Adem Kajosaj on 2024-02-06,2,2/6/2024,4332,13,2
19669,56849,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K495-New York City Sch created by Evan  Lambert on 2024-02-06,3,2/6/2024,2339,6,1
19670,56849,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K495-New York City Sch created by Evan  Lambert on 2024-02-06,3,2/6/2024,2339,6,1
19671,57085,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M465-New York City Sch created by Tyrae Allen on 2024-02-06,5,2/6/2024,2339,12,4
19676,56961,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M044-New York City Sch created by Tyrae Allen on 2024-02-06,2,2/6/2024,2339,4,3
19677,57917,25,5,New York Metro,46,NY Commercial,Worksite meeting at Quality Building Services Corp (QBS)-444 Madison A created by Rosayri Perez on 2024-02-06,7,2/6/2024,3475,10,2
19678,56545,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K014-New York City Sch created by Evan  Lambert on 2024-02-07,3,2/7/2024,2339,4,1
19679,52960,25,5,New York Metro,47,NY Residential,Worksite meeting at COLLINS BUILDING SERVICES INC (CBS)-1-2-3-4 Washin created by Mateo Daija on 2024-02-07,5,2/7/2024,4226,57,20
19683,54106,25,5,New York Metro,47,NY Residential,Worksite meeting at STEVENSON COMMON AFFORDABLE LLC-755 White Plains R created by Esteban Flores on 2024-02-07,1,2/7/2024,9274,20,12
19684,59847,25,5,New York Metro,47,NY Residential,"Worksite meeting at STELLAR 2020, LLC-2010-40 Bruckner Boulevard-Maste created by Esteban Flores on 2024-02-07",1,2/7/2024,4277,7,5
19685,56595,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K075-New York City Sch created by Michael DeFreitas on 2024-02-07,2,2/7/2024,2339,2,1
19686,17847,25,5,New York Metro,47,NY Residential,"Worksite meeting at JAMIE TOWER HOUSING CO., INC.-633 Olmstead Avenue- created by Esteban Flores on 2024-02-07",1,2/7/2024,6149,14,10
19688,56966,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M050-New York City Sch created by Tyrae Allen on 2024-02-07,3,2/7/2024,2339,4,1
19690,56720,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K233-New York City Sch created by Evan  Lambert on 2024-02-07,3,2/7/2024,2339,4,2
19691,56623,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K114-New York City Sch created by Evan  Lambert on 2024-02-07,3,2/7/2024,2339,3,NULL
19692,56807,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K366-New York City Sch created by Evan  Lambert on 2024-02-07,1,2/7/2024,2339,2,NULL
19693,57001,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M112-New York City Sch created by Tyrae Allen on 2024-02-07,4,2/7/2024,2339,6,4
19694,56994,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M099-New York City Sch created by Tyrae Allen on 2024-02-07,1,2/7/2024,2339,5,2
19695,56994,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-M099-New York City Sch created by Tyrae Allen on 2024-02-07,2,2/7/2024,2339,5,2
19696,56807,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K366-New York City Sch created by Evan  Lambert on 2024-02-07,1,2/7/2024,2339,2,NULL
19700,57589,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-R075-New York City Sch created by Michael DeFreitas on 2024-02-08,0,2/8/2024,2339,6,2
19701,57589,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-R075-New York City Sch created by Michael DeFreitas on 2024-02-08,0,2/8/2024,2339,6,2
19702,57234,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q041-New York City Sch created by Mark Espinoza on 2024-02-08,2,2/8/2024,2339,7,3
19705,57446,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q405-New York City Sch created by Mark Espinoza on 2024-02-08,8,2/8/2024,2339,11,2
19706,57256,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q067-New York City Sch created by Mark Espinoza on 2024-02-08,3,2/8/2024,2339,4,3
19712,69264,25,5,New York Metro,46,NY Commercial,"Worksite meeting at ABM Janitorial Services, Inc-1 Battery Park Plaza- created by Nancy Engel on 2024-02-09",2,2/9/2024,9770,24,8
19739,57358,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-Q186-New York City Sch created by Mark Espinoza on 2024-02-09,2,2/9/2024,2339,1,NULL
19740,57956,25,5,New York Metro,46,NY Commercial,Worksite meeting at Quality Building Services Corp (QBS)-1370 6th Aven created by Rosayri Perez on 2024-02-09,8,2/9/2024,3475,11,5
19761,56624,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K115-New York City Sch created by Evan  Lambert on 2024-02-14,2,2/14/2024,2339,4,1
19762,56590,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K068-New York City Sch created by Evan  Lambert on 2024-02-14,4,2/14/2024,2339,5,2
19763,56758,25,5,New York Metro,48,NY Schools,Worksite meeting at NYC School Support Services-K276-New York City Sch created by Evan  Lambert on 2024-02-14,2,2/14/2024,2339,3,NULL
